image,fold,set,status,full_path
vPiKoFIWVh.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/vPiKoFIWVh.jpg
oBIPzCsKPa.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/oBIPzCsKPa.jpg
JAUZHmYKBo.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/JAUZHmYKBo.jpg
QYgxBXVdNW.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/QYgxBXVdNW.jpg
ZoGxKzZgFa.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/ZoGxKzZgFa.jpg
OGDXjPNNrs.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/OGDXjPNNrs.jpg
PCqjpxtMKy.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/PCqjpxtMKy.jpg
TwwyPohIdg.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/TwwyPohIdg.jpg
AsogaprbKA.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/AsogaprbKA.jpg
lvvAxDNZIT.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/lvvAxDNZIT.jpg
VsMMreABgz.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/VsMMreABgz.jpg
qTOnmnkzRJ.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/qTOnmnkzRJ.jpg
GvxMQTMafj.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/GvxMQTMafj.jpg
MOYESTsjeY.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/MOYESTsjeY.jpg
QgaqztSqmO.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/QgaqztSqmO.jpg
RDBvZluOwy.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/RDBvZluOwy.jpg
EJifLdgAzF.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/EJifLdgAzF.jpg
dLKarZwTps.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/dLKarZwTps.jpg
mYOKOhyEbO.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/mYOKOhyEbO.jpg
fIzzHHBqZj.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/fIzzHHBqZj.jpg
ipYfCzSYlz.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/ipYfCzSYlz.jpg
ZuUJguhUwn.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/ZuUJguhUwn.jpg
UTgjjXYGOB.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/UTgjjXYGOB.jpg
gmUAvkyAcq.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/gmUAvkyAcq.jpg
xAvHRQclgB.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/xAvHRQclgB.jpg
uqfRZkUEug.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/uqfRZkUEug.jpg
yhaCBnzhJD.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/yhaCBnzhJD.jpg
MOthrRwZlD.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/MOthrRwZlD.jpg
LuUdENFHWD.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/LuUdENFHWD.jpg
kxaUvJEvhE.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/kxaUvJEvhE.jpg
OoOmblKdys.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/OoOmblKdys.jpg
RJkbMYUrXl.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/RJkbMYUrXl.jpg
RewxZUBPBh.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/RewxZUBPBh.jpg
uCnSumBjlx.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/uCnSumBjlx.jpg
YaUZTCYgNS.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/YaUZTCYgNS.jpg
DHeijoyJJy.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/DHeijoyJJy.jpg
ekjMsJPnvk.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/ekjMsJPnvk.jpg
jrrjRCghpz.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/jrrjRCghpz.jpg
mHnRtWbYGO.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/mHnRtWbYGO.jpg
gHjshDPNDm.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/gHjshDPNDm.jpg
lDFjUsQapR.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/lDFjUsQapR.jpg
TkSFaWGOAu.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/TkSFaWGOAu.jpg
TcHnikuxTL.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/TcHnikuxTL.jpg
bVFOTbcvsd.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/bVFOTbcvsd.jpg
zEYMCPLPaq.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/zEYMCPLPaq.jpg
PRSBZMqYHv.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/PRSBZMqYHv.jpg
ggRTCRiskO.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/ggRTCRiskO.jpg
OHYOkmKhfi.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/OHYOkmKhfi.jpg
GxRoLUJNug.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/GxRoLUJNug.jpg
WXaOXAGWmm.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/WXaOXAGWmm.jpg
phfVYfoOhc.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/phfVYfoOhc.jpg
XwVsIgNJuQ.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/XwVsIgNJuQ.jpg
mWIiljmDpU.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/mWIiljmDpU.jpg
QAWHfBDZlW.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/QAWHfBDZlW.jpg
TldmhvwCOE.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/TldmhvwCOE.jpg
aiQxWSqZiU.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/aiQxWSqZiU.jpg
CmovllPjnG.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/CmovllPjnG.jpg
BayNKSFfoI.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/BayNKSFfoI.jpg
iLpmsgmYBo.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/iLpmsgmYBo.jpg
FrjEmeycho.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/FrjEmeycho.jpg
tHzYeyUlRY.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/tHzYeyUlRY.jpg
JcrqoenBGq.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/JcrqoenBGq.jpg
oeeHVyGDPL.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/oeeHVyGDPL.jpg
XrHrJvrvDv.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/XrHrJvrvDv.jpg
wiqjrmFvxh.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/wiqjrmFvxh.jpg
dtjfpfnRRO.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/dtjfpfnRRO.jpg
shqeoEQhbn.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/shqeoEQhbn.jpg
vauJQfJmEK.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/vauJQfJmEK.jpg
saLZFaStjt.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/saLZFaStjt.jpg
OvyKVguiBR.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/OvyKVguiBR.jpg
FaXgwHcLbD.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/FaXgwHcLbD.jpg
GIMqKymLHL.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/GIMqKymLHL.jpg
qWYmkvrWhN.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/qWYmkvrWhN.jpg
tiLaUfCqNe.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/tiLaUfCqNe.jpg
nevRsIPpfX.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/nevRsIPpfX.jpg
ZMJKIttbKF.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/ZMJKIttbKF.jpg
VelQNPImZN.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/VelQNPImZN.jpg
NndggqJQbd.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/NndggqJQbd.jpg
fXEWPGOVUE.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/fXEWPGOVUE.jpg
CaLpCWNeiQ.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/CaLpCWNeiQ.jpg
oaILoZXvzG.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/oaILoZXvzG.jpg
IHVouXiyPt.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/IHVouXiyPt.jpg
mGjGWfwcNC.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/mGjGWfwcNC.jpg
RkgprGcffX.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/RkgprGcffX.jpg
KnzmwznObe.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/KnzmwznObe.jpg
yoTImhsahA.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/yoTImhsahA.jpg
rVDyuYNXjR.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/rVDyuYNXjR.jpg
WfUFuGkoPj.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/WfUFuGkoPj.jpg
ezQOGgWcIJ.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/ezQOGgWcIJ.jpg
NiFJRLEITg.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/NiFJRLEITg.jpg
skjayirgyg.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/skjayirgyg.jpg
LfSBhDhVbr.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/LfSBhDhVbr.jpg
AZijzAMPoK.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/AZijzAMPoK.jpg
fkAUUMqRnv.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/fkAUUMqRnv.jpg
ZOxVcoOJLo.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/ZOxVcoOJLo.jpg
AzhhCHHSPh.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/AzhhCHHSPh.jpg
hlPCbVCQBu.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/hlPCbVCQBu.jpg
AgjbYyHveK.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/AgjbYyHveK.jpg
IYYWCiseKd.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/IYYWCiseKd.jpg
ikzHDsamHR.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/ikzHDsamHR.jpg
FsjqgqCBqm.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/FsjqgqCBqm.jpg
MMwHJBHOgZ.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/MMwHJBHOgZ.jpg
NcrVqrnXbc.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/NcrVqrnXbc.jpg
ljCMhufsrr.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/ljCMhufsrr.jpg
MfcASMsprD.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/MfcASMsprD.jpg
KYrdidmKiB.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/KYrdidmKiB.jpg
JhgrdIhuxp.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/JhgrdIhuxp.jpg
qPafcbsVHW.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/qPafcbsVHW.jpg
FFwhiQDGZr.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/FFwhiQDGZr.jpg
XLRfcmhEdu.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/XLRfcmhEdu.jpg
GFixjPTLzN.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/GFixjPTLzN.jpg
osjOSpyGnm.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/osjOSpyGnm.jpg
cDRhSepKmw.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/cDRhSepKmw.jpg
qBBCUvGiUG.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/qBBCUvGiUG.jpg
tfkkgdqQgT.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/tfkkgdqQgT.jpg
ilVSypuiBy.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/ilVSypuiBy.jpg
OTTGJiKsAP.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/OTTGJiKsAP.jpg
tWCNMJHukN.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/tWCNMJHukN.jpg
sgpDqXEfjx.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/sgpDqXEfjx.jpg
qWseOLItlb.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/qWseOLItlb.jpg
bRFVfECJUU.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/bRFVfECJUU.jpg
QEsdhlqdFG.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/QEsdhlqdFG.jpg
OYDLyGfglV.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/OYDLyGfglV.jpg
pUWNbxnWXP.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/pUWNbxnWXP.jpg
tQiCAzWDoE.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/tQiCAzWDoE.jpg
NjUNIxgojx.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/NjUNIxgojx.jpg
ypfdlAeoAS.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/ypfdlAeoAS.jpg
BiGyXghBbu.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/BiGyXghBbu.jpg
cIPvIQwKjy.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/cIPvIQwKjy.jpg
zjUKyWInJD.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/zjUKyWInJD.jpg
ksutWCDGJD.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/ksutWCDGJD.jpg
pJooWOGzwI.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/pJooWOGzwI.jpg
IwkerPeZqH.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/IwkerPeZqH.jpg
rXvJWzHgIX.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/rXvJWzHgIX.jpg
WijroBoXVn.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/WijroBoXVn.jpg
jXxpOEGMxF.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/jXxpOEGMxF.jpg
weyILCuiqt.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/weyILCuiqt.jpg
NRrpljwLTV.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/NRrpljwLTV.jpg
wiDrqOcBHZ.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/wiDrqOcBHZ.jpg
QtRuBDcBEB.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/QtRuBDcBEB.jpg
XnKxLOohTd.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/XnKxLOohTd.jpg
omNsHnHowP.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/omNsHnHowP.jpg
ZjDrkJYuTD.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/ZjDrkJYuTD.jpg
sOkrSUgOMA.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/sOkrSUgOMA.jpg
LTUwnuKTYC.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/LTUwnuKTYC.jpg
oHOGyQJaPn.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/oHOGyQJaPn.jpg
MfHqWQmfgC.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/MfHqWQmfgC.jpg
xwesWCeHsG.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/xwesWCeHsG.jpg
iUqSstznjI.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/iUqSstznjI.jpg
QezMDeyWAV.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/QezMDeyWAV.jpg
SDqaKKDxEw.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/SDqaKKDxEw.jpg
HjRqQlTwNK.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/HjRqQlTwNK.jpg
HomLFqkdco.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/HomLFqkdco.jpg
PQGyFCCoaq.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/PQGyFCCoaq.jpg
DDNKXcpSyB.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/DDNKXcpSyB.jpg
aUYFoBHyHB.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/aUYFoBHyHB.jpg
VFgCtkExqt.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/VFgCtkExqt.jpg
BuGbSSGytx.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/BuGbSSGytx.jpg
OXBUUnaOzT.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/OXBUUnaOzT.jpg
sMAkmoAgBy.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/sMAkmoAgBy.jpg
EMpNLPsRUu.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/EMpNLPsRUu.jpg
vdRKfvYyDM.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/vdRKfvYyDM.jpg
bDPsGesQtp.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/bDPsGesQtp.jpg
TIkOnPAmSN.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/TIkOnPAmSN.jpg
XkCPHNXXxP.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/XkCPHNXXxP.jpg
RAfZXcZkIR.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/RAfZXcZkIR.jpg
atKlZzePvu.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/atKlZzePvu.jpg
jkGqukUTdO.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/jkGqukUTdO.jpg
MJRnOFqYmG.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/MJRnOFqYmG.jpg
nlmcNYnxET.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/nlmcNYnxET.jpg
LSnlnrzcfG.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/LSnlnrzcfG.jpg
WpTklFxGCW.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/WpTklFxGCW.jpg
FDUAkjcZTN.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/FDUAkjcZTN.jpg
oCVIzCrvXu.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/oCVIzCrvXu.jpg
RyGNHJNtHj.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/RyGNHJNtHj.jpg
HFBgQVvsxZ.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/HFBgQVvsxZ.jpg
LeMysLXdKA.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/LeMysLXdKA.jpg
IuyEYRwCeL.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/IuyEYRwCeL.jpg
ErIsooXtKh.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/ErIsooXtKh.jpg
XxdtkrrvZn.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/XxdtkrrvZn.jpg
YBiQZUzfKE.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/YBiQZUzfKE.jpg
WezdMdjmFq.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/WezdMdjmFq.jpg
BKZkwOtCuR.jpg,Fold8,train,normal,data/practica_DL_UOC_2022/Fold8/train/normal/BKZkwOtCuR.jpg
